match,second,live_prior,ds_prior,delta_live_prior,delta_ds_prior
grid-2973272-m2,362,0.635,0.675,-0.009121907416853781,-0.005020207915761877
grid-2973272-m2,363,0.635,0.675,-0.009121907416853781,-0.005020207915761877
grid-2973272-m2,364,0.635,0.675,-0.008916880171589935,-0.004815180670498032
grid-2973272-m2,366,0.635,0.675,-0.009438629019623206,-0.005336929518531304
grid-2973272-m2,376,0.635,0.675,-0.009714224282707313,-0.00561252478161541
grid-2973272-m2,381,0.635,0.675,-0.009739029515937267,-0.005637330014845364
grid-2973272-m2,398,0.635,0.675,-0.007178850536621792,-0.005787795872267009
grid-2973272-m2,406,0.635,0.675,-0.0071737625696354276,-0.005782707905280645
grid-2973272-m2,408,0.635,0.675,-0.008082310455153138,-0.006617094960882576
grid-2973272-m2,413,0.635,0.675,-0.013275030177935942,-0.012830603774412738
grid-2973272-m2,414,0.635,0.675,-0.007011522458827077,-0.005414835446320536
grid-2973272-m2,419,0.635,0.675,-0.0028875594063231674,-0.0019439180200981458
grid-2973272-m2,422,0.635,0.675,0.0006596527030723854,0.00991503559448335
grid-2973272-m2,430,0.635,0.675,-0.01859390389756958,-0.005837430380802636
grid-2973272-m2,433,0.635,0.675,-0.023942198548059495,-0.0068705538426158536
grid-2973272-m2,435,0.635,0.675,-0.02732456961349842,-0.010597323264330667
grid-2973272-m2,435,0.635,0.675,-0.02732456961349842,-0.010597323264330667
grid-2973272-m2,435,0.635,0.675,-0.02732456961349842,-0.010597323264330667
grid-2973272-m2,449,0.635,0.675,-0.030486583480716017,-0.005957204788203423
grid-2973272-m2,456,0.635,0.675,-0.03684680176494926,-0.0011897603898876363
grid-2973272-m2,462,0.635,0.675,-0.0365987697682741,-0.0026840903147602076
grid-2973272-m2,465,0.635,0.675,-0.039014957948440794,-0.007700108504908895
grid-2973272-m2,469,0.635,0.675,-0.0385146226788097,-0.005788245846437785
grid-2973272-m2,473,0.635,0.675,-0.03722471193994561,-0.001394494581352814
grid-2973272-m2,476,0.635,0.675,-0.033162955909679354,0.00043615253177442726
grid-2973272-m2,490,0.635,0.675,-0.014009081967107383,-0.008195003860450535
grid-2973272-m2,491,0.635,0.675,-0.014009081967107383,-0.008195003860450535
grid-2973272-m2,491,0.635,0.675,-0.014009081967107383,-0.008195003860450535
grid-2973272-m2,495,0.635,0.675,-0.019722337316360923,-0.01458316499849142
grid-2973272-m2,495,0.635,0.675,-0.019722337316360923,-0.01458316499849142
grid-2973272-m2,504,0.635,0.675,-0.022850935449789493,-0.012376137775157715
grid-2973272-m2,504,0.635,0.675,-0.022850935449789493,-0.012486390741189365
grid-2973272-m2,505,0.635,0.675,0.012173089453196156,0.019194471574182897
grid-2973272-m2,510,0.635,0.675,0.017181211368819418,0.02163269230304534
grid-2973272-m2,512,0.635,0.675,0.022804328131617896,0.02521976972463531
grid-2973272-m2,514,0.635,0.675,0.030960360582755385,0.031007311592037436
grid-2973272-m2,514,0.635,0.675,0.030960360582755385,0.031007311592037436
grid-2973272-m2,516,0.635,0.675,0.03091477177837006,0.029290018705834538
grid-2973272-m2,521,0.635,0.675,0.032366156435379816,0.030195008819621127
grid-2973272-m2,522,0.635,0.675,0.03251046881390987,0.03006958593526049
grid-2973272-m2,530,0.635,0.675,0.03125260746972798,0.02945556669930513
grid-2973272-m2,548,0.635,0.675,0.030215414943582996,0.031788655314436795
grid-2973272-m2,551,0.635,0.675,0.021974921016626563,0.031899051863064354
grid-2973272-m2,555,0.635,0.675,0.01679542793908921,0.028378812581999042
grid-2973272-m2,557,0.635,0.675,0.01707019535657977,0.02223783543360923
grid-2973272-m2,557,0.635,0.675,0.01707019535657977,0.02223783543360923
grid-2973272-m2,560,0.635,0.675,0.027788915316573293,0.029924635744369554
grid-2973272-m2,560,0.635,0.675,0.027788915316573293,0.029924635744369554
grid-2973272-m2,560,0.635,0.675,0.027788915316573293,0.029924635744369554
grid-2973272-m2,569,0.635,0.675,-0.012515901963687636,-0.00823383757158757
grid-2973272-m2,571,0.635,0.675,-0.012905603757933006,-0.0073050427955463956
grid-2973272-m2,583,0.635,0.675,-0.009344627589518706,-0.005517287337865142
grid-2973272-m2,584,0.635,0.675,-0.019918806015760293,-0.016122745313586602
grid-2973272-m2,585,0.635,0.675,-0.02026312109159025,-0.01674150612530827
grid-2973272-m2,586,0.635,0.675,-0.018439954133740343,-0.014822552947218357
grid-2973272-m2,594,0.635,0.675,-0.010260414076329216,-0.005903479382738318
grid-2973272-m2,612,0.635,0.675,-0.008470520620340923,-0.004634842926325493
grid-2973272-m2,623,0.635,0.675,-0.00869336340667848,-0.004776901627790377
grid-2973272-m2,631,0.635,0.675,-0.01148944158207071,-0.008417670650709846
grid-2973272-m2,641,0.635,0.675,-0.019402684351881663,-0.015881069385599682
grid-2973272-m2,641,0.635,0.675,-0.019402684351881663,-0.015881069385599682
grid-2973272-m2,657,0.635,0.675,-0.016206190879238812,-0.013749149668156194
grid-2973272-m2,665,0.635,0.675,-0.018299738900700538,-0.01593848390985792
grid-2973272-m2,669,0.635,0.675,-0.01830388873325136,-0.015942633742408747
grid-2973272-m2,678,0.635,0.675,-0.012928426755203804,-0.009008884032629257
grid-2973272-m2,678,0.635,0.675,-0.012928426755203804,-0.009008884032629257
grid-2973272-m2,682,0.635,0.675,-0.016702109074108584,-0.016353468890825385
grid-2973272-m2,684,0.635,0.675,-0.016729455818884492,-0.016380815635601294
grid-2973272-m2,692,0.635,0.675,-0.012440277080820497,-0.009233833593136426
grid-2973272-m2,699,0.635,0.675,-0.011406565210043509,-0.008184008275730436
grid-2973272-m2,706,0.635,0.675,-0.03709627132158091,-0.007918149263157799
grid-2973272-m2,717,0.635,0.675,-0.011630937514195454,-0.010811256412824786
grid-2973272-m2,724,0.635,0.675,-0.01622270733132044,-0.01555136011502442
grid-2973272-m2,726,0.635,0.675,-0.016068754931342993,-0.015122961979155261
grid-2973272-m2,735,0.635,0.675,-0.030691290206548254,-0.009088693471452197
grid-2973272-m2,739,0.635,0.675,-0.034433500153320785,-0.007586702907329092
grid-2973272-m2,745,0.635,0.675,-0.03774973590349466,-0.0077658536424597
grid-2973272-m2,752,0.635,0.675,-0.03612098750084944,-0.003704839411865813
grid-2973272-m2,762,0.635,0.675,-0.03767454715504529,-0.0076906648940103265
grid-2973272-m2,762,0.635,0.675,-0.03767454715504529,-0.0076906648940103265
grid-2973272-m2,764,0.635,0.675,-0.03767454715504529,-0.0076906648940103265
grid-2973272-m2,773,0.635,0.675,-0.036602562013668835,-0.004186413924685215
grid-2973272-m2,794,0.635,0.675,-0.040299094092872946,-0.004899388732877912
grid-2973272-m2,817,0.635,0.675,-0.02770455972121256,-0.0023880362687956256
grid-2973272-m2,823,0.635,0.675,-0.036602562013668835,-0.0033114139442429885
grid-2973272-m2,825,0.635,0.675,-0.038156121667864695,-0.007297239426387503
grid-2973272-m2,826,0.635,0.675,-0.038156121667864695,-0.007297239426387503
grid-2973272-m2,829,0.635,0.675,-0.0383002090606842,-0.0077922342661885646
grid-2973272-m2,832,0.635,0.675,-0.0383002090606842,-0.0077922342661885646
grid-2973272-m2,842,0.635,0.675,-0.038156121667864695,-0.007297239426387503
grid-2973272-m2,846,0.635,0.675,-0.037137481007160356,-0.007153598746125393
grid-2973272-m2,849,0.635,0.675,-0.0355839213529645,-0.0023494269032908305
grid-2973272-m2,852,0.635,0.675,-0.0355839213529645,-0.0014744269228486049
grid-2973272-m2,854,0.635,0.675,-0.0355839213529645,-0.0014744269228486049
grid-2973272-m2,854,0.635,0.675,-0.0355839213529645,-0.0014744269228486049
grid-2973272-m2,859,0.635,0.675,-0.037137481007160356,-0.006278598765683168
grid-2973272-m2,872,0.635,0.675,-0.03728156839997986,-0.006773593605484229
grid-2973272-m2,880,0.635,0.675,-0.03586074077267201,-0.001751246342556114
grid-2973272-m2,886,0.635,0.675,-0.03789563294031539,-0.005462646398761695
grid-2973272-m2,890,0.635,0.675,-0.0369893907668485,-0.004556404225294812
grid-2973272-m2,892,0.635,0.675,-0.03789563294031539,-0.005462646398761695
grid-2973272-m2,895,0.635,0.675,-0.0369893907668485,-0.004556404225294812
grid-2973272-m2,899,0.635,0.675,-0.0369893907668485,-0.004556404225294812
grid-2973272-m2,903,0.635,0.675,-0.0369893907668485,-0.004556404225294812
grid-2973272-m2,906,0.635,0.675,-0.0369893907668485,-0.004556404225294812
grid-2973272-m2,913,0.635,0.675,-0.0369893907668485,-0.004556404225294812
grid-2973272-m2,919,0.635,0.675,-0.036581593508156894,-0.003553235368096289
grid-2973272-m2,919,0.635,0.675,-0.036581593508156894,-0.003553235368096289
grid-2973272-m2,920,0.635,0.675,-0.03637013813876152,-0.0033417799987009176
grid-2973272-m2,920,0.635,0.675,-0.03637013813876152,-0.0033417799987009176
grid-2973272-m2,924,0.635,0.675,-0.03762343057646501,-0.003572241651488071
grid-2973272-m2,924,0.635,0.675,-0.03762343057646501,-0.003572241651488071
grid-2973272-m2,928,0.635,0.675,-0.037011740128969454,-0.0029605512039925174
grid-2973272-m2,929,0.635,0.675,-0.037011740128969454,-0.0029605512039925174
grid-2973272-m2,947,0.635,0.675,-0.037518132436287176,-0.003126319773286737
grid-2973272-m2,951,0.635,0.675,-0.037144521505894215,-0.0032532331312468605
grid-2973272-m2,969,0.635,0.675,-0.036434199538646336,-0.0027384495649087526
grid-2973272-m2,971,0.635,0.675,-0.035335573636880044,0.0007330609769610816
grid-2973272-m2,975,0.635,0.675,-0.03817008076674342,-0.0029446021938494362
grid-2973272-m2,975,0.635,0.675,-0.03699579111882637,-0.0029446021938494362
grid-2973272-m2,976,0.635,0.675,-0.036299432908822954,0.0005942134230409125
grid-2973272-m2,981,0.635,0.675,-0.037817076691694304,0.0005942134230409125
grid-2973272-m2,985,0.635,0.675,-0.03692848604380586,-0.0028772971188289224
grid-2973272-m2,999,0.635,0.675,-0.03810277569172291,-0.0028772971188289224
grid-2973272-m2,1002,0.635,0.675,-0.03692848604380586,-0.0028772971188289224
grid-2973272-m2,1003,0.635,0.675,-0.03692848604380586,-0.0028772971188289224
grid-2973272-m2,1004,0.635,0.675,-0.03692848604380586,-0.0028772971188289224
grid-2973272-m2,1004,0.635,0.675,-0.03692848604380586,-0.0028772971188289224
grid-2973272-m2,1004,0.635,0.675,-0.03692848604380586,-0.0028772971188289224
grid-2973272-m2,1006,0.635,0.675,-0.03871446613921846,-0.003488987566324476
grid-2973272-m2,1010,0.635,0.675,0.01471807784445559,0.01773077003158302
grid-2973272-m2,1014,0.635,0.675,0.013333217892811522,0.015907999053626724
grid-2973272-m2,1015,0.635,0.675,-0.005110023061661972,-0.0009108833870075626
grid-2973272-m2,1015,0.635,0.675,-0.005110023061661972,-0.0009108833870075626
grid-2973272-m2,1018,0.635,0.675,-0.0066834139519201695,-0.0024842742772657584
grid-2973272-m2,1055,0.635,0.675,-0.011374560297280203,-0.007613331648938022
grid-2973272-m2,1055,0.635,0.675,-0.011374560297280203,-0.007613331648938022
grid-2973272-m2,1056,0.635,0.675,-0.011374560297280203,-0.007613331648938022
grid-2973272-m2,1063,0.635,0.675,-0.011374560297280203,-0.007613331648938022
grid-2973272-m2,1065,0.635,0.675,-0.011374560297280203,-0.007613331648938022
grid-2973272-m2,1065,0.635,0.675,-0.011374560297280203,-0.007613331648938022
grid-2973272-m2,1068,0.635,0.675,-0.0054537015375696165,-0.0012545618629152065
grid-2973272-m2,1074,0.635,0.675,-0.0054537015375696165,-0.0012545618629152065
grid-2973272-m2,1076,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1076,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1078,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1082,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1089,0.635,0.675,-0.008991353408139485,-0.004792213733485073
grid-2973272-m2,1090,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1141,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1145,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1153,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1167,0.635,0.675,-0.009058658483159999,-0.004859518808505587
grid-2973272-m2,1169,0.635,0.675,-0.009058658483159999,-0.004859518808505587
grid-2973272-m2,1174,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1182,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1199,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1207,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1209,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1216,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1219,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1219,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1220,0.635,0.675,-0.0096843872218223,-0.005485247547167889
grid-2973272-m2,1221,0.635,0.675,-0.010517901871686594,-0.006318762197032183
grid-2973272-m2,1222,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1226,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1226,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1227,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1227,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1227,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1227,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1228,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1231,0.635,0.675,-0.010517901871686594,-0.006318762197032183
grid-2973272-m2,1231,0.635,0.675,-0.010517901871686594,-0.006318762197032183
grid-2973272-m2,1231,0.635,0.675,-0.010517901871686594,-0.006318762197032183
grid-2973272-m2,1236,0.635,0.675,-0.008991353408139485,-0.004792213733485073
grid-2973272-m2,1236,0.635,0.675,-0.008991353408139485,-0.004792213733485073
grid-2973272-m2,1236,0.635,0.675,-0.008991353408139485,-0.004792213733485073
grid-2973272-m2,1242,0.635,0.675,-0.009989700345636133,-0.005790560670981721
grid-2973272-m2,1259,0.635,0.675,-0.010517901871686594,-0.006318762197032183
grid-2973272-m2,1261,0.635,0.675,-0.010517901871686594,-0.006318762197032183
grid-2973272-m2,1269,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1271,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1271,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1271,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1276,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1284,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1296,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1307,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1309,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1319,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1321,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1322,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1323,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1325,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1328,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1336,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1336,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1340,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1341,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1345,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1349,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1349,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1350,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1354,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1354,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1363,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1368,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1376,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1378,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1378,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1381,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1382,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1383,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1385,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1388,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1388,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1389,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1389,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1392,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1398,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1399,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1400,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1402,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1402,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1402,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1407,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1418,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1418,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1418,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1423,0.635,0.675,-0.009460946489959841,-0.005261806815305431
grid-2973272-m2,1424,0.635,0.675,-0.009460946489959841,-0.005261806815305431
grid-2973272-m2,1426,0.635,0.675,-0.009460946489959841,-0.005261806815305431
grid-2973272-m2,1434,0.635,0.675,-0.0096843872218223,-0.005485247547167889
grid-2973272-m2,1447,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1449,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1460,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1464,0.635,0.675,-0.0096843872218223,-0.005485247547167889
grid-2973272-m2,1464,0.635,0.675,-0.0096843872218223,-0.005485247547167889
grid-2973272-m2,1468,0.635,0.675,-0.010517901871686594,-0.006318762197032183
grid-2973272-m2,1480,0.635,0.675,-0.010517901871686594,-0.006318762197032183
grid-2973272-m2,1494,0.635,0.675,-0.010517901871686594,-0.006318762197032183
grid-2973272-m2,1525,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1529,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1531,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1553,0.635,0.675,-0.0096843872218223,-0.005485247547167889
grid-2973272-m2,1563,0.635,0.675,-0.009460946489959841,-0.005261806815305431
grid-2973272-m2,1568,0.635,0.675,-0.009460946489959841,-0.005261806815305431
grid-2973272-m2,1592,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1601,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1608,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1611,0.635,0.675,-0.009302909288757977,-0.005103769614103568
grid-2973272-m2,1611,0.635,0.675,-0.009302909288757977,-0.005103769614103568
grid-2973272-m2,1612,0.635,0.675,-0.009302909288757977,-0.005103769614103568
grid-2973272-m2,1613,0.635,0.675,-0.009460946489959841,-0.005261806815305431
grid-2973272-m2,1616,0.635,0.675,-0.009460946489959841,-0.005261806815305431
grid-2973272-m2,1617,0.635,0.675,-0.009460946489959841,-0.005261806815305431
grid-2973272-m2,1617,0.635,0.675,-0.009460946489959841,-0.005261806815305431
grid-2973272-m2,1618,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1618,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1623,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1623,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1625,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1625,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1630,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1635,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1644,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1645,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1647,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1647,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1648,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1649,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1652,0.635,0.675,-0.014505068557237672,-0.010305928882583262
grid-2973272-m2,1653,0.635,0.675,-0.014505068557237672,-0.010305928882583262
grid-2973272-m2,1655,0.635,0.675,-0.014505068557237672,-0.010305928882583262
grid-2973272-m2,1662,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1662,0.635,0.675,-0.014739799610939111,-0.010540659936284703
grid-2973272-m2,1669,0.635,0.675,-0.01703407506530548,-0.012834935390651067
grid-2973272-m2,1675,0.635,0.675,-0.01703407506530548,-0.012834935390651067
grid-2973272-m2,1683,0.635,0.675,-0.014505068557237672,-0.010305928882583262
grid-2973272-m2,1693,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1696,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1697,0.635,0.675,-0.006263607518450081,-0.0020644678437956704
grid-2973272-m2,1698,0.635,0.675,-0.006263607518450081,-0.0020644678437956704
grid-2973272-m2,1703,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1703,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1717,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1721,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1721,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1721,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1722,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1723,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1724,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1729,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1730,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1730,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1730,0.635,0.675,-0.016799344011604038,-0.012600204336949628
grid-2973272-m2,1731,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1731,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1733,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1735,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1737,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1741,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1741,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1752,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1756,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1758,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m2,1757,0.635,0.675,-0.009226215436258399,-0.00502707576160399
grid-2973272-m3,76,0.375,0.33999999999999997,0.001812887212888786,0.001699223421329866
grid-2973272-m3,93,0.375,0.33999999999999997,-0.009262136070230065,-0.009199411436786858
grid-2973272-m3,95,0.375,0.33999999999999997,-0.017805651265115702,-0.017837645893633215
grid-2973272-m3,100,0.375,0.33999999999999997,-0.009230589647089345,-0.009220521623098409
grid-2973272-m3,100,0.375,0.33999999999999997,-0.009230589647089345,-0.009220521623098409
grid-2973272-m3,105,0.375,0.33999999999999997,-0.012837423721114752,-0.012794122135067556
grid-2973272-m3,106,0.375,0.33999999999999997,-0.012837423721114752,-0.012794122135067556
grid-2973272-m3,106,0.375,0.33999999999999997,-0.012837423721114752,-0.012794122135067556
grid-2973272-m3,107,0.375,0.33999999999999997,-0.009629871294726722,-0.009619803270735784
grid-2973272-m3,115,0.375,0.33999999999999997,-0.01952522501050389,-0.01957664268641741
grid-2973272-m3,121,0.375,0.33999999999999997,-0.017572156993815757,-0.017604151622333267
grid-2973272-m3,128,0.375,0.33999999999999997,-0.012917958199402054,-0.012699936685110897
grid-2973272-m3,128,0.375,0.33999999999999997,-0.012917958199402054,-0.012699936685110897
grid-2973272-m3,150,0.375,0.33999999999999997,0.006031589168517225,0.0057649338618694776
grid-2973272-m3,150,0.375,0.33999999999999997,0.006031589168517225,0.0057649338618694776
grid-2973272-m3,158,0.375,0.33999999999999997,-0.006817211254943205,-0.006824651131480855
grid-2973272-m3,161,0.375,0.33999999999999997,-0.0003000166786615734,-0.00022203485788094678
grid-2973272-m3,171,0.375,0.33999999999999997,-0.001114109395428759,-0.00119207260283198
grid-2973272-m3,172,0.375,0.33999999999999997,0.005995133085295456,0.0049394565643609434
grid-2973272-m3,176,0.375,0.33999999999999997,0.004659557674869385,0.0036570765822854
grid-2973272-m3,176,0.375,0.33999999999999997,0.004659557674869385,0.0036570765822854
grid-2973272-m3,176,0.375,0.33999999999999997,0.004659557674869385,0.0036570765822854
grid-2973272-m3,181,0.375,0.33999999999999997,0.011721047829220784,0.011242627545870935
grid-2973272-m3,185,0.375,0.33999999999999997,0.019954013673421582,0.018436092278923438
grid-2973272-m3,187,0.375,0.33999999999999997,0.024227581246716437,0.022999260008340953
grid-2973272-m3,190,0.375,0.33999999999999997,0.018482769921809063,0.017287710130549392
grid-2973272-m3,194,0.375,0.33999999999999997,0.01801093306738933,0.017312859028701316
grid-2973272-m3,220,0.375,0.33999999999999997,0.006235195926923233,0.0057547961038236645
grid-2973272-m3,224,0.375,0.33999999999999997,-0.0009734617400088931,-0.0011803367865618497
grid-2973272-m3,229,0.375,0.33999999999999997,0.0020628399760715755,0.0011331267927298743
grid-2973272-m3,233,0.375,0.33999999999999997,0.004497275767257842,0.0035675625839161423
grid-2973272-m3,236,0.375,0.33999999999999997,0.01585047027521353,0.014011572012443468
