match,second,live_prior,ds_prior,delta_live_prior,delta_ds_prior
grid-2964617-m1,431,0.49,0.44,0.03287559525824297,0.029838090679079925
grid-2964617-m1,443,0.49,0.44,0.026192271434508824,0.021657569196551842
grid-2964617-m1,451,0.49,0.44,0.02638104056809033,0.022395649322160902
grid-2964617-m1,472,0.49,0.44,0.033592222553786064,0.030785790518468154
grid-2964617-m1,477,0.49,0.44,0.032287700887109354,0.029308954819877164
grid-2964617-m1,477,0.49,0.44,0.032287700887109354,0.029308954819877164
grid-2964617-m1,478,0.49,0.44,0.03391924899786757,0.030846874445236767
grid-2964617-m1,480,0.49,0.44,0.026002799368559572,0.02162407385270832
grid-2964617-m1,480,0.49,0.44,0.026002799368559572,0.02162407385270832
grid-2964617-m1,484,0.49,0.44,0.017259551406170033,0.014674063162048154
grid-2964617-m1,493,0.49,0.44,0.018480422839297964,0.01575036587628088
grid-2964617-m1,493,0.49,0.44,0.018480422839297964,0.01575036587628088
grid-2964617-m1,500,0.49,0.44,0.025593391185574344,0.027216596314296237
grid-2964617-m1,505,0.49,0.44,0.024099413987628455,0.028083093939008024
grid-2964617-m1,507,0.49,0.44,0.024099413987628455,0.028083093939008024
grid-2964617-m1,508,0.49,0.44,0.031802435858929404,0.034629466484875415
grid-2964617-m1,513,0.49,0.44,0.031802435858929404,0.035647927872672
grid-2964617-m1,516,0.49,0.44,0.032083716139996665,0.03636487591925344
grid-2964617-m1,520,0.49,0.44,0.033759564257184606,0.037204364944566054
grid-2964617-m1,525,0.49,0.44,0.03345278674782813,0.036630533682380916
grid-2964617-m1,526,0.49,0.44,0.03513912375232092,0.03959104818378322
grid-2964617-m1,532,0.49,0.44,0.035571207130578486,0.04029573972972684
grid-2964617-m1,534,0.49,0.44,0.04175253908901161,0.045380607949764076
grid-2964617-m1,547,0.49,0.44,0.03480281757828756,0.03155113006050868
grid-2964617-m1,553,0.49,0.44,0.03159546024730471,0.022578734487495082
grid-2964617-m1,554,0.49,0.44,0.028030839772768094,0.02002897024904673
grid-2964617-m1,556,0.49,0.44,0.029222479484034513,0.020613988138808124
grid-2964617-m1,556,0.49,0.44,0.028871190381084506,0.019911137701876882
grid-2964617-m1,558,0.49,0.44,0.02174287860609818,0.01565081902287021
grid-2964617-m1,568,0.49,0.44,0.01868616712913178,0.010454550947803551
