match,second,model,fair_live,fair_replay,err
grid-2964617-m1,419,20260904T193238Z,0.5931767913941202,0.5931767913941202,0.0
grid-2964617-m1,431,20260904T193238Z,0.5914638762649975,0.5914638762649975,0.0
grid-2964617-m1,443,20260904T193238Z,0.5973721379630561,0.5973721379630561,0.0
grid-2964617-m1,451,20260904T193238Z,0.6024557570121482,0.6024557570121482,0.0
grid-2964617-m1,472,20260904T193238Z,0.6106263686148232,0.6106263686148232,0.0
grid-2964617-m1,477,20260904T193238Z,0.612969510584474,0.612969510584474,0.0
grid-2964617-m1,477,20260904T193238Z,0.6131767913941201,0.6131767913941201,0.0
grid-2964617-m1,478,20260904T193238Z,0.597969510584474,0.597969510584474,0.0
grid-2964617-m1,480,20260904T193238Z,0.5973721379630561,0.5973721379630561,0.0
grid-2964617-m1,480,20260904T193238Z,0.5896994652231323,0.5896994652231323,0.0
grid-2964617-m1,484,20260904T193238Z,0.6032582151622146,0.6032582151622146,0.0
grid-2964617-m1,493,20260904T193238Z,0.6196994652231324,0.6196994652231324,0.0
grid-2964617-m1,493,20260904T193238Z,0.6273721379630561,0.6273721379630561,0.0
grid-2964617-m1,500,20260904T193238Z,0.6023721379630562,0.6023721379630562,0.0
grid-2964617-m1,505,20260904T193238Z,0.6473721379630561,0.6473721379630561,0.0
grid-2964617-m1,507,20260904T193238Z,0.6473721379630561,0.6473721379630561,0.0
grid-2964617-m1,508,20260904T193238Z,0.647969510584474,0.647969510584474,0.0
grid-2964617-m1,513,20260904T193238Z,0.632969510584474,0.632969510584474,0.0
grid-2964617-m1,516,20260904T193238Z,0.617969510584474,0.617969510584474,0.0
grid-2964617-m1,520,20260904T193238Z,0.6431767913941201,0.6431767913941201,0.0
grid-2964617-m1,525,20260904T193238Z,0.6381767913941201,0.6381767913941201,0.0
grid-2964617-m1,526,20260904T193238Z,0.5781767913941201,0.5781767913941201,0.0
grid-2964617-m1,532,20260904T193238Z,0.5381767913941201,0.5381767913941201,0.0
grid-2964617-m1,534,20260904T193238Z,0.5507486297540812,0.5507486297540812,0.0
grid-2964617-m1,547,20260904T193238Z,0.5309796682847266,0.5309796682847266,0.0
grid-2964617-m1,553,20260904T193238Z,0.5164052167444166,0.5164052167444166,0.0
