no_live_feed,rows,maps,no_move_mae_c,model_mae_c,gain_c,directional_markout_c,direction_accuracy_nonflat,flat_label_pct
False,744886,1410,9.913576775506588,9.697732481862504,0.21584429364408336,1.6120488907027382,0.5709460896725966,2.1765746704864903
True,147120,276,10.174183999456226,9.898361742774695,0.27582225668153104,1.660780655247417,0.5749642663854234,2.0377922784121805
