pause_status,rows,maps,no_move_mae_c,model_mae_c,gain_c,directional_markout_c,direction_accuracy_nonflat,flat_label_pct
False,596163,1119,10.084648493784417,9.83602411554191,0.24862437824250747,1.6217458983533026,0.573855918049215,2.0796325837061342
True,295843,567,9.698442079075727,9.518827527735436,0.17961455134029045,1.6167419881491194,0.5670726222191468,2.302910665454312
